session_date,net_pnl,gross_pnl,trades,wins,losses
2011-10-06,-55.0,-50.0,1,0,1
2011-10-13,-155.0,-150.0,1,0,1
2011-10-14,-67.5,-62.5,1,0,1
2011-10-20,157.5,162.5,1,1,0
2011-10-24,-30.0,-25.0,1,0,1
2011-10-28,-55.0,-50.0,1,0,1
2011-11-02,32.5,37.5,1,1,0
2011-12-02,-55.0,-50.0,1,0,1
2011-12-29,-80.0,-75.0,1,0,1
2012-01-11,120.0,125.0,1,1,0
2012-02-17,-42.5,-37.5,1,0,1
2012-03-02,-55.0,-50.0,1,0,1
2012-03-20,-42.5,-37.5,1,0,1
2012-03-21,-55.0,-50.0,1,0,1
2012-03-26,-55.0,-50.0,1,0,1
2012-04-03,27.5,37.5,2,1,1
2012-04-11,-67.5,-62.5,1,0,1
2012-04-19,-80.0,-75.0,1,0,1
2012-04-20,-130.0,-125.0,1,0,1
2012-04-30,145.0,150.0,1,1,0
2012-05-15,-155.0,-150.0,1,0,1
2012-05-17,20.0,25.0,1,1,0
2012-05-18,95.0,100.0,1,1,0
2012-05-29,-55.0,-50.0,1,0,1
2012-05-30,-67.5,-62.5,1,0,1
2012-06-01,-55.0,-50.0,1,0,1
2012-06-08,-67.5,-62.5,1,0,1
2012-06-11,-55.0,-50.0,1,0,1
2012-06-15,-30.0,-25.0,1,0,1
2012-06-18,-67.5,-62.5,1,0,1
2012-06-22,-55.0,-50.0,1,0,1
2012-06-25,-80.0,-75.0,1,0,1
2012-06-26,-130.0,-125.0,1,0,1
2012-07-12,82.5,87.5,1,1,0
2012-07-17,-67.5,-62.5,1,0,1
2012-07-20,-55.0,-50.0,1,0,1
2012-07-23,-17.5,-12.5,1,0,1
2012-07-26,107.5,112.5,1,1,0
2012-07-31,-92.5,-87.5,1,0,1
2012-08-02,-55.0,-50.0,1,0,1
2012-08-07,-80.0,-75.0,1,0,1
2012-08-08,90.0,100.0,2,2,0
2012-09-04,-130.0,-125.0,1,0,1
2012-09-05,-67.5,-62.5,1,0,1
2012-09-13,-42.5,-37.5,1,0,1
2012-09-18,-55.0,-50.0,1,0,1
2012-09-27,70.0,75.0,1,1,0
2012-10-11,57.5,62.5,1,1,0
2012-10-26,-80.0,-75.0,1,0,1
2012-10-31,-67.5,-62.5,1,0,1
2012-11-02,-67.5,-62.5,1,0,1
2012-11-07,-80.0,-75.0,1,0,1
2012-11-12,-42.5,-37.5,1,0,1
2012-11-19,-55.0,-50.0,1,0,1
2012-11-29,115.0,125.0,2,2,0
2012-11-30,32.5,37.5,1,1,0
2012-12-04,-5.0,0.0,1,0,1
2012-12-12,-67.5,-62.5,1,0,1
2012-12-20,-17.5,-12.5,1,0,1
2012-12-21,32.5,37.5,1,1,0
2012-12-31,32.5,37.5,1,1,0
2013-01-03,32.5,37.5,1,1,0
2013-01-07,-55.0,-50.0,1,0,1
2013-01-15,-80.0,-75.0,1,0,1
2013-01-25,-92.5,-87.5,1,0,1
2013-02-04,-67.5,-62.5,1,0,1
2013-02-15,-42.5,-37.5,1,0,1
2013-02-20,-42.5,-37.5,1,0,1
2013-02-22,82.5,87.5,1,1,0
2013-03-01,-80.0,-75.0,1,0,1
2013-03-04,7.5,12.5,1,1,0
2013-03-12,57.5,62.5,1,1,0
2013-03-20,57.5,62.5,1,1,0
2013-03-26,-117.5,-112.5,1,0,1
