campaign_id,variant_id,run_id,equity_curve_type,equity_curve_csv,exists
es_trend_filtered_prior_value_area_acceptance_orderflow,afternoon_large20_two_sided_trend_acceptance,rescue1,fixed_config_core,backtest-campaigns/es_trend_filtered_prior_value_area_acceptance_orderflow/afternoon_large20_two_sided_trend_acceptance/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,True
es_trend_filtered_prior_value_area_acceptance_orderflow,afternoon_large20_two_sided_trend_acceptance,run1,fixed_config_core,backtest-campaigns/es_trend_filtered_prior_value_area_acceptance_orderflow/afternoon_large20_two_sided_trend_acceptance/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,True
es_trend_filtered_prior_value_area_acceptance_orderflow,late_morning_large10_two_sided_trend_acceptance,rescue1,fixed_config_core,backtest-campaigns/es_trend_filtered_prior_value_area_acceptance_orderflow/late_morning_large10_two_sided_trend_acceptance/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,True
es_trend_filtered_prior_value_area_acceptance_orderflow,late_morning_large10_two_sided_trend_acceptance,run1,fixed_config_core,backtest-campaigns/es_trend_filtered_prior_value_area_acceptance_orderflow/late_morning_large10_two_sided_trend_acceptance/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,True
es_trend_filtered_prior_value_area_acceptance_orderflow,midday_signed_two_sided_trend_acceptance,rescue1,fixed_config_core,backtest-campaigns/es_trend_filtered_prior_value_area_acceptance_orderflow/midday_signed_two_sided_trend_acceptance/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,True
es_trend_filtered_prior_value_area_acceptance_orderflow,midday_signed_two_sided_trend_acceptance,run1,fixed_config_core,backtest-campaigns/es_trend_filtered_prior_value_area_acceptance_orderflow/midday_signed_two_sided_trend_acceptance/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,True
es_trend_filtered_prior_value_area_acceptance_orderflow,morning_signed_vah_trend_acceptance_long,rescue1,fixed_config_core,backtest-campaigns/es_trend_filtered_prior_value_area_acceptance_orderflow/morning_signed_vah_trend_acceptance_long/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,True
es_trend_filtered_prior_value_area_acceptance_orderflow,morning_signed_vah_trend_acceptance_long,run1,fixed_config_core,backtest-campaigns/es_trend_filtered_prior_value_area_acceptance_orderflow/morning_signed_vah_trend_acceptance_long/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,True
es_trend_filtered_prior_value_area_acceptance_orderflow,morning_signed_val_trend_acceptance_short,rescue1,fixed_config_core,backtest-campaigns/es_trend_filtered_prior_value_area_acceptance_orderflow/morning_signed_val_trend_acceptance_short/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,True
es_trend_filtered_prior_value_area_acceptance_orderflow,morning_signed_val_trend_acceptance_short,run1,fixed_config_core,backtest-campaigns/es_trend_filtered_prior_value_area_acceptance_orderflow/morning_signed_val_trend_acceptance_short/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,True
